SITE_ID,DATEON,DATEOFF,variable_SO2,variable_SO4,variable_HNO3,variable_NO3,variable_TNO3,variable_NH4,variable_CA,variable_K,variable_MG,variable_Sodium,days_on_to_off,valid_on_off,days_to_next,valid_interval,imputation_data
ABT147,2003-07-29,2003-08-05,2.402,4.205,1.858,0.274,2.102,1.127,0.076,0.07,0.067,0.477,7,True,7.0,True,False
ABT147,2003-08-05,2003-08-12,0.904,3.589,1.373,0.473,1.824,0.835,0.04,0.07,0.077,0.621,7,True,7.0,True,False
ABT147,2003-08-12,2003-08-19,1.68,4.791,1.828,0.203,2.002,1.656,0.084,0.076,0.027,0.09,7,True,7.0,True,False
ABT147,2003-08-19,2003-08-26,3.866,5.822,2.852,0.414,3.221,2.091,0.168,0.06,0.032,0.066,7,True,7.0,True,False
ABT147,2003-08-26,2003-09-02,1.307,2.835,1.552,0.414,1.941,0.983,0.005,0.002,0.001,0.005,7,True,7.0,True,False
ABT147,2003-09-02,2003-09-09,0.823,2.094,1.191,0.311,1.482,0.706,0.124,0.091,0.03,0.087,7,True,7.0,True,False
ABT147,2003-09-09,2003-09-16,0.853,1.316,0.631,0.74,1.362,0.148,0.092,0.067,0.118,0.895,7,True,7.0,True,False
ABT147,2003-09-16,2003-09-23,1.231,3.077,0.865,0.716,1.567,0.893,0.078,0.078,0.073,0.512,7,True,7.0,True,False
ABT147,2003-09-23,2003-09-30,0.961,3.315,0.984,0.534,1.502,1.022,0.056,0.069,0.052,0.363,7,True,7.0,True,False
ABT147,2003-09-30,2003-10-07,2.496,1.83,1.11,0.363,1.456,0.592,0.065,0.033,0.021,0.097,7,True,7.0,True,False
ABT147,2003-10-07,2003-10-14,4.403,5.871,3.918,0.199,4.054,1.958,0.209,0.068,0.047,0.111,7,True,7.0,True,False
ABT147,2003-10-14,2003-10-21,1.876,1.786,0.74,0.812,1.54,0.692,0.108,0.048,0.037,0.236,7,True,7.0,True,False
ABT147,2003-10-21,2003-10-28,1.544,1.7,0.824,0.47,1.281,0.412,0.062,0.05,0.044,0.345,7,True,7.0,True,False
ABT147,2003-10-28,2003-11-04,6.017,3.887,2.754,1.212,3.922,1.448,0.122,0.062,0.035,0.157,7,True,7.0,True,False
ABT147,2003-11-04,2003-11-11,3.679,1.516,1.241,0.5,1.722,0.609,0.068,0.042,0.018,0.067,7,True,7.0,True,False
ABT147,2003-11-11,2003-11-18,4.673,2.089,1.574,1.666,3.214,1.135,0.1,0.05,0.019,0.067,7,True,7.0,True,False
ABT147,2003-11-18,2003-11-25,3.914,1.324,0.783,1.237,2.008,0.355,0.076,0.062,0.096,0.733,7,True,7.0,True,False
ABT147,2003-11-25,2003-12-02,8.06,2.365,1.631,1.48,3.085,1.078,0.117,0.045,0.029,0.125,7,True,7.0,True,False
ABT147,2003-12-02,2003-12-09,3.847,0.893,0.692,0.432,1.113,0.303,0.014,0.738,0.016,0.196,7,True,7.0,True,False
ABT147,2003-12-09,2003-12-16,3.365,1.198,0.736,0.868,1.593,0.368,0.046,0.044,0.045,0.448,7,True,7.0,True,False
ABT147,2003-12-16,2003-12-23,10.081,1.8,1.341,1.054,2.374,0.638,0.098,0.044,0.037,0.334,7,True,7.0,True,False
ABT147,2003-12-23,2003-12-30,7.151,1.709,0.834,1.795,2.615,0.749,0.066,0.054,0.052,0.41,7,True,7.0,True,False
ABT147,2003-12-30,2004-01-06,3.657,2.348,0.926,1.46,2.371,1.182,0.051,0.044,0.014,0.067,7,True,7.0,True,False
ABT147,2004-01-06,2004-01-13,8.984,1.566,0.861,1.687,2.534,0.86,0.058,0.049,0.022,0.403,7,True,7.0,True,False
ABT147,2004-01-13,2004-01-20,6.706,1.205,0.625,0.914,1.528,0.374,0.042,0.042,0.032,0.568,7,True,7.0,True,False
ABT147,2004-01-20,2004-01-27,8.117,1.107,1.036,1.259,2.278,0.602,0.08,0.043,0.023,0.711,7,True,7.0,True,False
ABT147,2004-01-27,2004-02-03,6.427,1.418,0.959,1.024,1.967,0.552,0.051,0.046,0.023,0.448,7,True,7.0,True,False
ABT147,2004-02-03,2004-02-10,8.69,1.842,1.625,0.766,2.365,0.755,0.049,0.034,0.018,0.206,7,True,7.0,True,False
ABT147,2004-02-10,2004-02-17,11.751,2.821,2.417,1.581,3.959,1.328,0.103,0.048,0.022,0.223,7,True,7.0,True,False
ABT147,2004-02-17,2004-02-24,6.568,3.489,2.016,1.93,3.914,1.492,0.074,0.046,0.036,0.411,7,True,7.0,True,False
ABT147,2004-02-24,2004-03-02,7.701,2.182,2.067,2.299,4.333,1.262,0.141,0.04,0.028,0.189,7,True,7.0,True,False
ABT147,2004-03-02,2004-03-09,3.824,4.087,2.132,0.838,2.936,1.631,0.046,0.037,0.02,0.145,7,True,7.0,True,False
ABT147,2004-03-09,2004-03-16,4.011,2.383,1.51,1.251,2.737,0.831,0.084,0.037,0.05,0.391,7,True,7.0,True,False
ABT147,2004-03-16,2004-03-23,3.159,3.046,1.922,0.306,2.198,0.811,0.075,0.038,0.04,0.331,7,True,7.0,True,False
ABT147,2004-03-23,2004-03-30,5.148,2.981,1.469,2.79,4.236,1.118,0.171,0.075,0.134,0.924,7,True,7.0,True,False
ABT147,2004-03-30,2004-04-06,1.859,2.245,0.892,0.528,1.406,0.693,0.046,0.029,0.033,0.256,7,True,7.0,True,False
ABT147,2004-04-06,2004-04-13,3.469,2.619,1.895,0.894,2.759,1.01,0.177,0.039,0.033,0.087,7,True,7.0,True,False
ABT147,2004-04-13,2004-04-20,3.764,3.272,2.968,0.365,3.286,0.939,0.165,0.05,0.055,0.276,7,True,7.0,True,False
ABT147,2004-04-20,2004-04-27,1.332,2.091,0.972,0.945,1.902,0.682,0.076,0.038,0.056,0.371,7,True,7.0,True,False
ABT147,2004-04-27,2004-05-04,2.431,2.861,1.659,1.165,2.797,0.83,0.131,0.057,0.09,0.584,7,True,7.0,True,False
ABT147,2004-05-04,2004-05-11,2.669,3.314,2.57,0.642,3.171,1.066,0.119,0.052,0.048,0.24,7,True,7.0,True,False
ABT147,2004-05-11,2004-05-18,2.397,5.265,2.722,0.347,3.026,1.594,0.111,0.061,0.061,0.349,7,True,7.0,True,False
ABT147,2004-05-18,2004-05-25,1.387,5.074,2.407,0.709,3.077,1.726,0.076,0.076,0.033,0.156,7,True,7.0,True,False
ABT147,2004-05-25,2004-06-01,1.097,2.105,1.186,0.16,1.327,0.715,0.059,0.046,0.018,0.067,7,True,7.0,True,False
ABT147,2004-06-01,2004-06-08,1.461,2.898,1.596,0.385,1.956,0.999,0.068,0.047,0.024,0.097,7,True,7.0,True,False
ABT147,2004-06-08,2004-06-15,2.41,5.192,1.962,0.834,2.765,1.732,0.19,0.083,0.086,0.455,7,True,7.0,True,False
ABT147,2004-06-15,2004-06-22,2.17,4.511,3.355,0.301,3.602,1.572,0.102,0.048,0.032,0.118,7,True,7.0,True,False
ABT147,2004-06-22,2004-06-29,1.707,4.505,2.115,0.641,2.722,1.731,0.106,0.057,0.033,0.127,7,True,7.0,True,False
ABT147,2004-06-29,2004-07-06,2.026,4.619,2.301,0.225,2.489,1.491,0.096,0.128,0.039,0.096,7,True,7.0,True,False
ABT147,2004-07-06,2004-07-13,1.025,2.529,1.082,0.129,1.194,0.822,0.041,0.057,0.018,0.085,7,True,7.0,True,False
ABT147,2004-07-13,2004-07-20,1.6,3.116,1.93,0.254,2.153,1.115,0.053,0.055,0.016,0.052,7,True,7.0,True,False
ABT147,2004-07-20,2004-07-27,2.126,6.732,2.562,0.078,2.599,2.015,0.08,0.084,0.029,0.117,7,True,7.0,True,False
ABT147,2004-07-27,2004-08-03,1.3,3.912,2.201,0.314,2.48,1.048,0.054,0.062,0.057,0.419,7,True,7.0,True,False
ABT147,2004-08-03,2004-08-10,1.208,2.619,1.523,0.182,1.681,0.886,0.07,0.045,0.016,0.049,7,True,7.0,True,False
ABT147,2004-08-10,2004-08-17,1.2,4.752,0.711,1.035,1.735,1.756,0.055,0.061,0.056,0.422,7,True,7.0,True,False
ABT147,2004-08-17,2004-08-24,2.503,7.561,2.629,0.463,3.05,2.56,0.089,0.079,0.05,0.31,7,True,7.0,True,False
ABT147,2004-08-24,2004-08-31,2.193,4.841,2.482,0.436,2.879,1.401,0.085,0.057,0.068,0.483,7,True,7.0,True,False
ABT147,2004-08-31,2004-09-07,1.36,1.998,1.055,0.441,1.479,0.538,0.078,0.057,0.066,0.516,7,True,7.0,True,False
ABT147,2004-09-07,2004-09-14,1.061,2.212,0.541,0.768,1.301,0.534,0.069,0.062,0.067,0.492,7,True,7.0,True,False
ABT147,2004-09-14,2004-09-21,1.117,2.158,1.381,0.18,1.54,0.664,0.042,0.036,0.026,0.175,7,True,7.0,True,False
ABT147,2004-09-21,2004-09-28,1.815,3.116,1.837,0.344,2.152,1.055,0.118,0.045,0.031,0.096,7,True,7.0,True,False
ABT147,2004-09-28,2004-10-05,1.993,2.456,1.277,0.415,1.671,0.938,0.05,0.044,0.019,0.1,7,True,7.0,True,False
ABT147,2004-10-05,2004-10-12,2.96,2.802,2.242,0.895,3.101,1.041,0.241,0.044,0.049,0.067,7,True,7.0,True,False
ABT147,2004-10-12,2004-10-19,2.308,1.7,1.052,0.465,1.5,0.655,0.082,0.05,0.018,0.037,7,True,7.0,True,False
ABT147,2004-10-19,2004-10-26,1.729,1.784,0.236,0.725,0.957,0.496,0.057,0.06,0.094,0.75,7,True,7.0,True,False
ABT147,2004-10-26,2004-11-02,2.098,2.295,1.429,0.364,1.77,0.754,0.075,0.041,0.026,0.139,7,True,7.0,True,False
ABT147,2004-11-02,2004-11-09,4.919,1.271,1.287,0.656,1.922,0.473,0.109,0.044,0.033,0.152,7,True,7.0,True,False
ABT147,2004-11-09,2004-11-16,5.303,1.315,1.493,0.794,2.263,0.516,0.11,0.046,0.023,0.133,7,True,7.0,True,False
ABT147,2004-11-16,2004-11-23,4.646,2.126,1.299,1.453,2.731,1.109,0.085,0.054,0.018,0.085,7,True,7.0,True,False
ABT147,2004-11-23,2004-11-30,2.599,1.699,0.564,1.132,1.687,0.571,0.057,0.047,0.064,0.504,7,True,7.0,True,False
ABT147,2004-11-30,2004-12-07,7.24,1.677,1.429,1.364,2.77,0.788,0.073,0.037,0.025,0.135,7,True,7.0,True,False
ABT147,2004-12-07,2004-12-14,3.343,1.659,0.974,0.31,1.268,0.657,0.029,0.025,0.008,0.035,7,True,7.0,True,False
ABT147,2004-12-14,2004-12-21,8.033,1.543,0.999,1.519,2.502,0.643,0.096,0.047,0.043,0.325,7,True,7.0,True,False
ABT147,2004-12-21,2004-12-28,5.858,1.538,0.605,1.066,1.662,0.378,0.092,0.053,0.046,0.513,7,True,7.0,True,False
ABT147,2004-12-28,2005-01-04,9.203,3.036,1.466,2.202,3.645,1.334,0.1,0.071,0.058,0.661,7,True,7.0,True,False
ABT147,2005-01-04,2005-01-11,3.767,2.282,2.143,0.198,2.306,0.774,0.036,0.035,0.01,0.082,7,True,7.0,True,False
ABT147,2005-01-11,2005-01-18,3.228,1.486,0.894,0.637,1.517,0.413,0.061,0.036,0.031,0.299,7,True,7.0,True,False
ABT147,2005-01-18,2005-01-25,8.352,1.48,0.924,0.952,1.861,0.443,0.06,0.045,0.027,0.402,7,True,7.0,True,False
ABT147,2005-01-25,2005-02-01,9.637,1.201,1.971,1.071,3.01,0.462,0.063,0.053,0.021,0.833,7,True,7.0,True,False
ABT147,2005-02-01,2005-02-08,8.022,1.893,2.374,1.212,3.548,0.409,0.063,0.065,0.045,0.777,7,True,7.0,True,False
ABT147,2005-02-08,2005-02-15,7.211,2.135,1.221,0.835,2.036,0.746,0.059,0.038,0.025,0.26,7,True,7.0,True,False
ABT147,2005-02-15,2005-02-22,4.072,1.69,1.323,0.663,1.965,0.591,0.063,0.029,0.026,0.185,7,True,7.0,True,False
ABT147,2005-02-22,2005-03-01,5.259,1.956,1.629,0.757,2.36,0.637,0.06,0.104,0.023,0.381,7,True,7.0,True,False
ABT147,2005-03-01,2005-03-08,4.834,2.368,1.512,1.481,2.969,0.918,0.114,0.054,0.051,0.494,7,True,7.0,True,False
ABT147,2005-03-08,2005-03-15,4.65,2.653,2.073,0.256,2.297,0.79,0.072,0.035,0.019,0.229,7,True,7.0,True,False
ABT147,2005-03-15,2005-03-22,5.134,3.039,2.599,1.293,3.851,1.169,0.185,0.039,0.036,0.195,7,True,7.0,True,False
ABT147,2005-03-22,2005-03-29,2.804,2.206,1.646,0.695,2.315,0.633,0.098,0.044,0.053,0.367,7,True,7.0,True,False
ABT147,2005-03-29,2005-04-05,1.844,1.623,0.827,0.831,1.645,0.29,0.055,0.039,0.071,0.553,7,True,7.0,True,False
ABT147,2005-04-05,2005-04-12,3.195,2.202,1.696,0.74,2.409,0.688,0.13,0.052,0.056,0.336,7,True,7.0,True,False
ABT147,2005-04-12,2005-04-19,2.84,1.42,1.298,0.58,1.857,0.538,0.16,0.043,0.052,0.244,7,True,7.0,True,False
ABT147,2005-04-19,2005-04-26,3.814,4.458,2.585,0.565,3.11,1.23,0.209,0.058,0.081,0.365,7,True,7.0,True,False
ABT147,2005-04-26,2005-05-03,1.771,2.949,1.756,0.407,2.135,0.882,0.103,0.039,0.039,0.169,7,True,7.0,True,False
ABT147,2005-05-03,2005-05-10,1.768,1.816,1.737,0.246,1.955,0.629,0.058,0.024,0.016,0.049,7,True,7.0,True,False
ABT147,2005-05-10,2005-05-17,2.691,2.559,2.093,0.998,3.057,0.78,0.168,0.053,0.058,0.301,7,True,7.0,True,False
ABT147,2005-05-17,2005-05-24,1.002,1.693,1.335,0.26,1.573,0.562,0.064,0.047,0.02,0.077,7,True,7.0,True,False
ABT147,2005-05-24,2005-05-31,0.86,1.52,1.033,0.123,1.14,0.512,0.047,0.038,0.014,0.029,7,True,7.0,True,False
ABT147,2005-05-31,2005-06-07,1.281,4.763,2.206,0.316,2.487,1.701,0.073,0.042,0.026,0.109,7,True,7.0,True,False
ABT147,2005-06-07,2005-06-14,3.785,7.415,3.436,0.806,4.187,2.359,0.211,0.105,0.092,0.448,7,True,7.0,True,False
ABT147,2005-06-14,2005-06-21,1.124,2.635,1.428,0.337,1.743,0.962,0.054,0.056,0.022,0.097,7,True,7.0,True,False
ABT147,2005-06-21,2005-06-28,4.779,6.186,3.319,0.284,3.55,1.962,0.167,0.085,0.061,0.26,7,True,7.0,True,False
ABT147,2005-06-28,2005-07-05,1.291,2.973,1.869,0.134,1.972,1.0,0.05,0.129,0.027,0.069,7,True,7.0,True,False
ABT147,2005-07-05,2005-07-12,0.854,2.352,0.984,0.102,1.07,0.816,0.056,0.069,0.02,0.071,7,True,7.0,True,False
ABT147,2005-07-12,2005-07-19,0.595,6.508,1.881,0.092,1.943,1.908,0.058,0.045,0.034,0.168,7,True,7.0,True,False
ABT147,2005-07-19,2005-07-26,2.175,4.824,1.773,0.208,1.953,1.838,0.147,0.056,0.035,0.086,7,True,7.0,True,False
ABT147,2005-07-26,2005-08-02,2.444,6.299,2.839,0.245,3.039,2.148,0.132,0.06,0.04,0.15,7,True,7.0,True,False
ABT147,2005-08-02,2005-08-09,2.38,6.087,2.415,0.254,2.631,2.251,0.135,0.054,0.034,0.095,7,True,7.0,True,False
ABT147,2005-08-09,2005-08-16,4.247,10.053,3.097,0.234,3.282,3.475,0.113,0.058,0.044,0.196,7,True,7.0,True,False
ABT147,2005-08-16,2005-08-23,1.878,3.162,1.624,0.122,1.72,1.013,0.103,0.047,0.031,0.107,7,True,7.0,True,False
ABT147,2005-08-23,2005-08-30,1.162,1.309,0.942,0.263,1.19,0.302,0.071,0.154,0.061,0.333,7,True,7.0,True,False
ABT147,2005-08-30,2005-09-06,1.533,2.125,0.458,0.569,1.019,0.684,0.099,0.059,0.048,0.256,7,True,7.0,True,False
ABT147,2005-09-06,2005-09-13,3.441,4.105,1.755,0.599,2.327,1.325,0.151,0.047,0.045,0.221,7,True,7.0,True,False
ABT147,2005-09-13,2005-09-20,1.727,4.696,1.691,0.299,1.963,1.525,0.085,0.06,0.034,0.13,7,True,7.0,True,False
ABT147,2005-09-20,2005-09-27,2.866,3.08,1.441,0.572,1.99,0.887,0.124,0.071,0.09,0.594,7,True,7.0,True,False
ABT147,2005-09-27,2005-10-04,2.271,1.843,1.564,0.689,2.228,0.594,0.073,0.037,0.035,0.216,7,True,7.0,True,False
ABT147,2005-10-04,2005-10-11,1.014,1.795,0.924,0.32,1.229,0.435,0.047,0.044,0.065,0.519,7,True,7.0,True,False
ABT147,2005-10-11,2005-10-18,0.567,0.997,0.071,0.289,0.359,0.213,0.064,0.052,0.092,0.779,7,True,7.0,True,False
ABT147,2005-10-18,2005-10-25,1.886,1.111,0.701,0.289,0.979,0.362,0.054,0.03,0.016,0.073,7,True,7.0,True,False
ABT147,2005-10-25,2005-11-01,4.353,1.524,1.284,0.285,1.549,0.585,0.103,0.032,0.019,0.019,7,True,7.0,True,False
ABT147,2005-11-01,2005-11-08,6.006,4.099,2.846,1.609,4.409,1.311,0.204,0.076,0.082,0.472,7,True,7.0,True,False
ABT147,2005-11-08,2005-11-15,3.995,1.984,1.196,1.54,2.716,0.849,0.121,0.043,0.046,0.288,7,True,7.0,True,False
ABT147,2005-11-15,2005-11-22,8.495,1.936,1.126,2.028,3.136,0.932,0.158,0.057,0.063,0.395,7,True,7.0,True,False
ABT147,2005-11-22,2005-11-29,5.424,1.723,1.114,1.332,2.428,0.777,0.081,0.045,0.039,0.361,7,True,7.0,True,False
ABT147,2005-11-29,2005-12-06,4.351,2.07,0.46,1.114,1.568,0.687,0.053,0.047,0.052,0.428,7,True,7.0,True,False
ABT147,2005-12-06,2005-12-13,11.667,2.569,1.75,1.586,3.308,1.069,0.074,0.047,0.022,0.271,7,True,7.0,True,False
ABT147,2005-12-13,2005-12-20,7.316,2.295,1.557,0.516,2.048,0.765,0.058,0.043,0.013,0.206,7,True,7.0,True,False
ABT147,2005-12-20,2005-12-27,10.863,3.296,2.149,2.29,4.405,1.524,0.126,0.062,0.029,0.239,7,True,7.0,True,False
ABT147,2005-12-27,2006-01-03,4.735,2.171,0.989,0.832,1.805,0.882,0.029,0.051,0.016,0.136,7,True,7.0,True,False
ABT147,2006-01-03,2006-01-10,7.268,3.045,1.538,1.507,3.021,0.941,0.076,0.066,0.069,0.572,7,True,7.0,True,False
ABT147,2006-01-10,2006-01-17,3.501,1.866,1.327,0.523,1.828,0.556,0.057,0.031,0.024,0.206,7,True,7.0,True,False
ABT147,2006-01-17,2006-01-24,6.393,1.654,0.609,1.366,1.965,0.524,0.103,0.057,0.068,0.555,7,True,7.0,True,False
ABT147,2006-01-24,2006-01-31,7.883,2.152,1.854,1.341,3.165,0.904,0.11,0.044,0.025,0.21,7,True,7.0,True,False
ABT147,2006-01-31,2006-02-07,4.914,3.171,2.043,0.062,2.073,0.969,0.042,0.035,0.02,0.14,7,True,7.0,True,False
ABT147,2006-02-07,2006-02-14,5.121,1.434,1.278,0.46,1.718,0.459,0.056,0.033,0.014,0.153,7,True,7.0,True,False
ABT147,2006-02-14,2006-02-21,10.158,2.808,2.084,2.934,4.984,1.293,0.182,0.067,0.064,0.535,7,True,7.0,True,False
ABT147,2006-02-21,2006-02-28,6.296,2.815,2.043,1.231,3.241,1.036,0.138,0.045,0.034,0.29,7,True,7.0,True,False
ABT147,2006-02-28,2006-03-07,2.577,0.86,0.649,0.777,1.416,0.289,0.103,0.039,0.04,0.401,7,True,7.0,True,False
ABT147,2006-03-07,2006-03-14,2.141,3.068,1.146,1.742,2.871,1.021,0.121,0.058,0.078,0.631,7,True,7.0,True,False
ABT147,2006-03-14,2006-03-21,1.862,1.504,0.522,0.29,0.804,0.485,0.107,0.033,0.034,0.184,7,True,7.0,True,False
ABT147,2006-03-21,2006-03-28,2.016,0.981,0.655,0.471,1.116,0.343,0.082,0.033,0.031,0.163,7,True,7.0,True,False
ABT147,2006-03-28,2006-04-04,3.868,3.231,2.699,1.349,4.005,1.157,0.212,0.067,0.068,0.291,7,True,7.0,True,False
ABT147,2006-04-04,2006-04-11,2.206,1.953,1.486,0.635,2.097,0.685,0.097,0.034,0.034,0.171,7,True,7.0,True,False
ABT147,2006-04-11,2006-04-18,2.173,2.326,2.137,0.21,2.313,0.584,0.107,0.033,0.044,0.23,7,True,7.0,True,False
ABT147,2006-04-18,2006-04-25,1.672,1.147,0.568,0.729,1.288,0.312,0.127,0.044,0.065,0.384,7,True,7.0,True,False
ABT147,2006-04-25,2006-05-02,2.382,1.179,1.449,0.539,1.965,0.363,0.154,0.044,0.053,0.182,7,True,7.0,True,False
ABT147,2006-05-02,2006-05-09,1.463,1.124,1.209,0.273,1.463,0.391,0.11,0.041,0.028,0.053,7,True,7.0,True,False
ABT147,2006-05-09,2006-05-16,0.403,1.093,0.46,0.082,0.535,0.361,0.019,0.019,0.008,0.021,7,True,7.0,True,False
ABT147,2006-05-16,2006-05-23,2.328,3.1,1.642,0.098,1.714,1.009,0.057,0.044,0.02,0.081,7,True,7.0,True,False
ABT147,2006-05-23,2006-05-30,2.466,5.582,2.508,0.154,2.622,1.815,0.106,0.074,0.033,0.109,7,True,7.0,True,False
ABT147,2006-05-30,2006-06-06,1.159,4.126,1.861,0.182,2.013,1.398,0.056,0.054,0.021,0.081,7,True,7.0,True,False
ABT147,2006-06-06,2006-06-13,0.786,1.442,0.919,0.066,0.971,0.483,0.025,0.033,0.009,0.021,7,True,7.0,True,False
ABT147,2006-06-13,2006-06-20,2.832,5.075,1.937,0.433,2.339,1.752,0.143,0.081,0.051,0.205,7,True,7.0,True,False
ABT147,2006-06-20,2006-06-27,1.38,3.905,1.515,0.311,1.802,1.222,0.085,0.066,0.056,0.35,7,True,7.0,True,False
ABT147,2006-06-27,2006-07-04,2.386,5.922,1.517,0.588,2.081,1.807,0.126,0.144,0.078,0.47,7,True,7.0,True,False
ABT147,2006-07-04,2006-07-11,1.71,4.416,1.797,0.295,2.063,1.439,0.096,0.196,0.047,0.162,7,True,7.0,True,False
ABT147,2006-07-11,2006-07-18,2.309,5.492,2.532,0.15,2.642,1.831,0.083,0.063,0.036,0.152,7,True,7.0,True,False
ABT147,2006-07-18,2006-07-25,1.464,5.275,1.754,0.245,1.971,1.575,0.081,0.077,0.057,0.372,7,True,7.0,True,False
ABT147,2006-07-25,2006-08-01,2.476,5.581,2.173,0.151,2.289,1.788,0.108,0.061,0.04,0.184,7,True,7.0,True,False
ABT147,2006-08-01,2006-08-08,2.118,5.179,1.539,0.231,1.746,1.622,0.151,0.06,0.046,0.178,7,True,7.0,True,False
ABT147,2006-08-08,2006-08-15,1.575,1.928,0.922,0.418,1.324,0.629,0.133,0.044,0.038,0.189,7,True,7.0,True,False
ABT147,2006-08-15,2006-08-22,0.964,2.864,1.429,0.104,1.51,0.92,0.07,0.046,0.021,0.08,7,True,7.0,True,False
ABT147,2006-08-22,2006-08-29,0.716,1.284,0.851,0.375,1.212,0.41,0.089,0.046,0.026,0.107,7,True,7.0,True,False
ABT147,2006-08-29,2006-09-05,0.88,1.497,0.43,0.221,0.644,0.411,0.032,0.052,0.034,0.231,7,True,7.0,True,False
ABT147,2006-09-05,2006-09-12,1.561,2.868,1.355,0.172,1.505,1.017,0.053,0.05,0.021,0.094,7,True,7.0,True,False
ABT147,2006-09-12,2006-09-19,1.22,1.795,0.889,0.749,1.624,0.628,0.053,0.057,0.039,0.265,7,True,7.0,True,False
ABT147,2006-09-19,2006-09-26,1.188,3.834,1.282,0.295,1.557,1.28,0.062,0.049,0.029,0.13,7,True,7.0,True,False
ABT147,2006-09-26,2006-10-03,0.887,1.912,0.867,0.309,1.162,0.542,0.057,0.039,0.032,0.189,7,True,7.0,True,False
ABT147,2006-10-03,2006-10-10,2.85,2.806,1.994,0.599,2.561,0.794,0.102,0.053,0.058,0.391,7,True,7.0,True,False
ABT147,2006-10-10,2006-10-17,3.106,2.209,1.118,0.835,1.936,0.697,0.15,0.046,0.047,0.236,7,True,7.0,True,False
ABT147,2006-10-17,2006-10-24,1.2,2.636,1.013,0.233,1.23,0.857,0.035,0.031,0.015,0.071,7,True,7.0,True,False
ABT147,2006-10-24,2006-10-31,1.882,0.616,0.473,0.271,0.736,0.226,0.044,0.021,0.015,0.06,7,True,7.0,True,False
ABT147,2006-10-31,2006-11-07,6.832,2.665,2.178,2.673,4.817,1.456,0.18,0.053,0.046,0.138,7,True,7.0,True,False
ABT147,2006-11-07,2006-11-14,1.112,1.581,0.861,0.63,1.477,0.595,0.053,0.03,0.025,0.158,7,True,7.0,True,False
ABT147,2006-11-14,2006-11-21,1.492,1.563,0.669,0.702,1.361,0.496,0.041,0.038,0.042,0.32,7,True,7.0,True,False
ABT147,2006-11-21,2006-11-28,6.421,2.138,1.002,2.091,3.077,0.802,0.104,0.105,0.093,0.717,7,True,7.0,True,False
ABT147,2006-11-28,2006-12-05,2.818,3.145,1.127,1.408,2.517,1.037,0.071,0.049,0.062,0.474,7,True,7.0,True,False
ABT147,2006-12-05,2006-12-12,10.786,2.059,1.737,1.742,3.451,0.893,0.142,0.056,0.04,0.272,7,True,7.0,True,False
ABT147,2006-12-12,2006-12-19,4.81,1.29,0.935,0.982,1.902,0.618,0.092,0.032,0.017,0.049,7,True,7.0,True,False
ABT147,2006-12-19,2006-12-26,7.687,3.803,1.428,2.597,4.002,1.793,0.098,0.062,0.043,0.302,7,True,7.0,True,False
ABT147,2006-12-26,2007-01-02,2.175,1.281,0.969,0.729,1.683,0.581,0.033,0.054,0.015,0.099,7,True,7.0,True,False
ABT147,2007-01-02,2007-01-09,4.599,1.529,0.955,0.762,1.702,0.597,0.068,0.043,0.025,0.16,7,True,7.0,True,False
ABT147,2007-01-09,2007-01-16,4.975,1.544,0.573,1.463,2.027,0.897,0.069,0.042,0.021,0.119,7,True,7.0,True,False
ABT147,2007-01-16,2007-01-23,3.259,1.14,0.658,1.211,1.858,0.612,0.061,0.044,0.017,0.213,7,True,7.0,True,False
ABT147,2007-01-23,2007-01-30,5.726,1.791,0.951,1.265,2.201,0.802,0.069,0.051,0.016,0.439,7,True,7.0,True,False
ABT147,2007-01-30,2007-02-06,10.824,2.657,1.777,2.445,4.193,1.256,0.131,0.067,0.041,0.491,7,True,7.0,True,False
ABT147,2007-02-06,2007-02-13,7.78,1.782,1.474,1.32,2.771,0.831,0.103,0.047,0.03,0.317,7,True,7.0,True,False
ABT147,2007-02-13,2007-02-20,7.362,1.494,1.325,1.171,2.475,0.514,0.086,0.044,0.034,0.414,7,True,7.0,True,False
ABT147,2007-02-20,2007-02-27,3.0599,1.7401,1.1398,1.1734,2.295,0.7138,0.0847,0.0537,0.0357,0.331,7,True,7.0,True,True
ABT147,2007-02-27,2007-03-06,3.529,1.783,1.771,0.687,2.429,0.658,0.061,0.031,0.015,0.147,7,True,7.0,True,False
ABT147,2007-03-06,2007-03-13,3.742,2.028,0.974,1.161,2.119,0.66,0.086,0.046,0.047,0.408,7,True,7.0,True,False
ABT147,2007-03-13,2007-03-20,5.377,3.606,1.207,2.505,3.693,1.449,0.124,0.063,0.082,0.605,7,True,7.0,True,False
ABT147,2007-03-20,2007-03-27,2.438,2.371,0.892,1.289,2.167,0.724,0.081,0.045,0.062,0.452,7,True,7.0,True,False
ABT147,2007-03-27,2007-04-03,1.668,1.259,0.81,0.583,1.38,0.472,0.091,0.026,0.029,0.09,7,True,7.0,True,False
ABT147,2007-04-03,2007-04-10,1.739,1.592,0.604,0.46,1.054,0.537,0.043,0.018,0.022,0.139,7,True,7.0,True,False
ABT147,2007-04-10,2007-04-17,1.479,1.678,0.775,0.442,1.204,0.555,0.051,0.028,0.035,0.249,7,True,7.0,True,False
ABT147,2007-04-17,2007-04-24,2.641,1.678,1.515,0.743,2.235,0.61,0.127,0.044,0.049,0.222,7,True,7.0,True,False
